"","Chrom","pOXA-48","pKP112","pOXA-48_30715","pOXA-48_k8"
"1733","Pantoea_ananatis_LMG_20103_",163,163,112,201
"3646","Pantoea_ananatis_LMG_20103_",163,163,112,201
"1205","Pantoea_sp._aB_",33,33,0,24
"3118","Pantoea_sp._aB_",33,33,0,24
"1474","Pantoea_sp._At-9b_",31,31,0,31
"3387","Pantoea_sp._At-9b_",31,31,0,31
"1475","Pantoea_sp._Sc1_",32,32,0,0
"3388","Pantoea_sp._Sc1_",32,32,0,0
"151","Pantoea_stewartii_",80,73,45,82
"2064","Pantoea_stewartii_",80,73,45,82
"1753","Pantoea_vagans_C9-1_",130,126,80,153
"3666","Pantoea_vagans_C9-1_",130,126,80,153
"964","Parabacteroides_merdae_ATCC_43184_",0,0,0,6
"2877","Parabacteroides_merdae_ATCC_43184_",0,0,0,6
"1885","Parachlamydia_acanthamoebae_UV-7_",51,65,34,37
"3798","Parachlamydia_acanthamoebae_UV-7_",51,65,34,37
"683","Paracoccus_denitrificans_PD1222_",37,37,0,0
"2596","Paracoccus_denitrificans_PD1222_",37,37,0,0
"824","Paracoccus_halophilus_",25,30,0,0
"2737","Paracoccus_halophilus_",25,30,0,0
"93","Paracoccus_versutus_",59,59,0,0
"2006","Paracoccus_versutus_",59,59,0,0
"1867","Parasutterella_excrementihominis_YIT_11859_",22,22,0,0
"3780","Parasutterella_excrementihominis_YIT_11859_",22,22,0,0
"937","Parvibaculum_lavamentivorans_DS-1_",0,0,0,17
"2850","Parvibaculum_lavamentivorans_DS-1_",0,0,0,17
"954","Parvimonas_micra_ATCC_33270_",36,36,0,22
"2867","Parvimonas_micra_ATCC_33270_",36,36,0,22
"642","Parvularcula_bermudensis_HTCC2503_",16,16,0,0
"2555","Parvularcula_bermudensis_HTCC2503_",16,16,0,0
"16","Pasteurella_multocida_",75,75,46,68
"1929","Pasteurella_multocida_",75,75,46,68
"17","Pasteurella_pneumotropica_",27,27,0,27
"1930","Pasteurella_pneumotropica_",27,27,0,27
"390","Pectobacterium_atrosepticum_SCRI1043_",183,152,77,89
"2303","Pectobacterium_atrosepticum_SCRI1043_",183,152,77,89
"126","Pectobacterium_betavasculorum_",31,31,0,19
"2039","Pectobacterium_betavasculorum_",31,31,0,19
"1360","Pectobacterium_carotovorum_subsp._carotovorum_PC1_",33,33,0,30
"3273","Pectobacterium_carotovorum_subsp._carotovorum_PC1_",33,33,0,30
"193","Pectobacterium_carotovorum_subsp._odoriferum_",31,31,0,16
"2106","Pectobacterium_carotovorum_subsp._odoriferum_",31,31,0,16
"1361","Pectobacterium_wasabiae_WPP163_",31,31,0,15
"3274","Pectobacterium_wasabiae_WPP163_",31,31,0,15
"1727","Pediococcus_claussenii_ATCC_BAA-344_",63,63,63,92
"3640","Pediococcus_claussenii_ATCC_BAA-344_",63,63,63,92
"554","Pediococcus_pentosaceus_ATCC_25745_",0,0,0,34
"2467","Pediococcus_pentosaceus_ATCC_25745_",0,0,0,34
"645","Pelagibaca_bermudensis_HTCC2601_",36,36,0,0
"2558","Pelagibaca_bermudensis_HTCC2601_",36,36,0,0
"740","Pelobacter_carbinolicus_DSM_2380_",132,132,63,72
"2653","Pelobacter_carbinolicus_DSM_2380_",132,132,63,72
"741","Pelobacter_propionicus_DSM_2379_",29,29,0,19
"2654","Pelobacter_propionicus_DSM_2379_",29,29,0,19
"707","Pelodictyon_phaeoclathratiforme_BU-1_",0,0,0,9
"2620","Pelodictyon_phaeoclathratiforme_BU-1_",0,0,0,9
"1144","Pelosinus_sp._UFO1_",0,0,0,29
"3057","Pelosinus_sp._UFO1_",0,0,0,29
"813","Pelotomaculum_thermopropionicum_SI_",87,87,52,62
"2726","Pelotomaculum_thermopropionicum_SI_",87,87,52,62
"535","Peptoclostridium_difficile_630_",83,83,43,43
"2448","Peptoclostridium_difficile_630_",83,83,43,43
"1494","Peptoniphilus_lacrimalis_315-B_",59,59,34,59
"3407","Peptoniphilus_lacrimalis_315-B_",59,59,34,59
"1419","Peptoniphilus_sp._oral_taxon_386_str._F0131_",18,18,0,0
"3332","Peptoniphilus_sp._oral_taxon_386_str._F0131_",18,18,0,0
"1493","Peptostreptococcus_anaerobius_653-L_",30,30,0,30
"3406","Peptostreptococcus_anaerobius_653-L_",30,30,0,30
"1486","Peptostreptococcus_stomatis_DSM_17678_",26,26,0,26
"3399","Peptostreptococcus_stomatis_DSM_17678_",26,26,0,26
"260","Persephonella_marina_EX-H1_",50,50,0,25
"2173","Persephonella_marina_EX-H1_",50,50,0,25
"938","Petrotoga_mobilis_SJ95_",24,24,0,0
"2851","Petrotoga_mobilis_SJ95_",24,24,0,0
"882","Phaeobacter_inhibens_DSM_17395_",107,107,56,75
"2795","Phaeobacter_inhibens_DSM_17395_",107,107,56,75
"1516","Phascolarctobacterium_succinatutens_YIT_12067_",0,0,0,15
"3429","Phascolarctobacterium_succinatutens_YIT_12067_",0,0,0,15
"1053","Phenylobacterium_zucineum_HLK1_",146,146,38,80
"2966","Phenylobacterium_zucineum_HLK1_",146,146,38,80
"654","Photobacterium_angustum_S14_",39,39,0,22
"2567","Photobacterium_angustum_S14_",39,39,0,22
"1840","Photobacterium_aphoticum_",48,48,0,54
"3753","Photobacterium_aphoticum_",48,48,0,54
"1661","Photobacterium_damselae_subsp._damselae_CIP_102761_",28,28,0,14
"3574","Photobacterium_damselae_subsp._damselae_CIP_102761_",28,28,0,14
"602","Photobacterium_profundum_SS9_",135,135,103,127
"2515","Photobacterium_profundum_SS9_",135,135,103,127
"587","Photorhabdus_asymbiotica_",102,102,68,88
"2500","Photorhabdus_asymbiotica_",102,102,68,88
"450","Photorhabdus_luminescens_subsp._laumondii_TTO1_",116,92,46,57
"2363","Photorhabdus_luminescens_subsp._laumondii_TTO1_",116,92,46,57
"57","Pimelobacter_simplex_",0,0,0,26
"1970","Pimelobacter_simplex_",0,0,0,26
"1847","Planctomyces_brasiliensis_DSM_5305_",16,16,0,0
"3760","Planctomyces_brasiliensis_DSM_5305_",16,16,0,0
"751","Planctomyces_maris_DSM_8797_",19,19,0,0
"2664","Planctomyces_maris_DSM_8797_",19,19,0,0
"469","planctomycete_KSU-1_",20,20,0,0
"2382","planctomycete_KSU-1_",20,20,0,0
"1637","Planktomarina_temperata_RCA23_",46,83,0,33
"3550","Planktomarina_temperata_RCA23_",46,83,0,33
"884","Plesiocystis_pacifica_SIR-1_",0,0,0,13
"2797","Plesiocystis_pacifica_SIR-1_",0,0,0,13
"256","Pleurocapsa_sp._PCC_7327_",23,23,0,0
"2169","Pleurocapsa_sp._PCC_7327_",23,23,0,0
"143","Pluralibacter_gergoviae_",45,45,0,23
"2056","Pluralibacter_gergoviae_",45,45,0,23
"629","Polaribacter_sp._MED152_",83,83,25,25
"2542","Polaribacter_sp._MED152_",83,83,25,25
"802","Polaromonas_naphthalenivorans_CJ2_",31,34,0,16
"2715","Polaromonas_naphthalenivorans_CJ2_",31,34,0,16
"600","Polaromonas_sp._JS666_",34,69,0,17
"2513","Polaromonas_sp._JS666_",34,69,0,17
"621","Polynucleobacter_necessarius_subsp._asymbioticus_QLW-P1DMWA-1_",21,21,0,36
"2534","Polynucleobacter_necessarius_subsp._asymbioticus_QLW-P1DMWA-1_",21,21,0,36
"1056","Polynucleobacter_necessarius_subsp._necessarius_STIR1_",0,0,0,31
"2969","Polynucleobacter_necessarius_subsp._necessarius_STIR1_",0,0,0,31
"441","Porphyromonas_gingivalis_W83_",39,39,62,66
"2354","Porphyromonas_gingivalis_W83_",39,39,62,66
"1491","Porphyromonas_uenonis_60-3_",104,104,104,49
"3404","Porphyromonas_uenonis_60-3_",104,104,104,49
"1444","Prevotella_bergensis_DSM_17361_",86,95,93,95
"3357","Prevotella_bergensis_DSM_17361_",86,95,93,95
"1323","Prevotella_bivia_JCVIHMP010_",0,0,0,9
"3236","Prevotella_bivia_JCVIHMP010_",0,0,0,9
"1324","Prevotella_melaninogenica_ATCC_25845_",32,32,26,0
"3237","Prevotella_melaninogenica_ATCC_25845_",32,32,26,0
"503","Prevotella_ruminicola_23_",25,25,25,40
"2416","Prevotella_ruminicola_23_",25,25,25,40
"1420","Prevotella_sp._oral_taxon_317_str._F0108_",24,24,16,0
"3333","Prevotella_sp._oral_taxon_317_str._F0108_",24,24,16,0
"1506","Prevotella_sp._oral_taxon_472_str._F0295_",84,84,114,111
"3419","Prevotella_sp._oral_taxon_472_str._F0295_",84,84,114,111
"1513","Prevotella_tannerae_ATCC_51259_",0,0,0,6
"3426","Prevotella_tannerae_ATCC_51259_",0,0,0,6
"1663","Prevotella_timonensis_CRIS_5C-B1_",31,0,0,0
"3576","Prevotella_timonensis_CRIS_5C-B1_",31,0,0,0
"267","Prochlorococcus_marinus_str._AS9601_",0,0,31,31
"2180","Prochlorococcus_marinus_str._AS9601_",0,0,31,31
"215","Prochlorococcus_marinus_str._MIT_9211_",0,0,35,35
"2128","Prochlorococcus_marinus_str._MIT_9211_",0,0,35,35
"216","Prochlorococcus_marinus_str._MIT_9215_",0,0,31,31
"2129","Prochlorococcus_marinus_str._MIT_9215_",0,0,31,31
"298","Prochlorococcus_marinus_str._MIT_9301_",0,0,31,31
"2211","Prochlorococcus_marinus_str._MIT_9301_",0,0,31,31
"183","Prochlorococcus_marinus_str._MIT_9313_",24,24,55,55
"2096","Prochlorococcus_marinus_str._MIT_9313_",24,24,55,55
"297","Prochlorococcus_marinus_str._MIT_9515_",0,0,32,32
"2210","Prochlorococcus_marinus_str._MIT_9515_",0,0,32,32
"301","Prochlorococcus_marinus_str._NATL1A_",0,0,35,35
"2214","Prochlorococcus_marinus_str._NATL1A_",0,0,35,35
"296","Prochlorococcus_marinus_subsp._marinus_str._CCMP1375_",0,0,15,15
"2209","Prochlorococcus_marinus_subsp._marinus_str._CCMP1375_",0,0,15,15
"137","Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986_",21,21,56,56
"2050","Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986_",21,21,56,56
"1876","Propionibacterium_[acnes]_HL037PA2_",0,0,0,19
"3789","Propionibacterium_[acnes]_HL037PA2_",0,0,0,19
"1838","Propionibacterium_freudenreichii_subsp._shermanii_CIRM-BIA1_",67,71,48,64
"3751","Propionibacterium_freudenreichii_subsp._shermanii_CIRM-BIA1_",67,71,48,64
"1887","Propionibacterium_propionicum_F0230a_",69,69,54,69
"3800","Propionibacterium_propionicum_F0230a_",69,69,54,69
"585","Prosthecochloris_aestuarii_DSM_271_",53,53,0,0
"2498","Prosthecochloris_aestuarii_DSM_271_",53,53,0,0
"1265","Proteus_mirabilis_HI4320_",109,81,65,89
"3178","Proteus_mirabilis_HI4320_",109,81,65,89
"1116","Proteus_penneri_ATCC_35198_",0,0,0,38
"3029","Proteus_penneri_ATCC_35198_",0,0,0,38
"13","Proteus_vulgaris_",56,40,0,85
"1926","Proteus_vulgaris_",56,40,0,85
"1213","Providencia_alcalifaciens_DSM_30120_",32,32,12,30
"3126","Providencia_alcalifaciens_DSM_30120_",32,32,12,30
"1214","Providencia_rettgeri_DSM_1131_",33,40,0,19
"3127","Providencia_rettgeri_DSM_1131_",33,40,0,19
"1176","Providencia_rustigianii_DSM_4541_",32,32,0,36
"3089","Providencia_rustigianii_DSM_4541_",32,32,0,36
"1114","Providencia_stuartii_ATCC_25827_",83,72,45,60
"3027","Providencia_stuartii_ATCC_25827_",83,72,45,60
"194","Pseudanabaena_sp._PCC_7367_",18,18,0,0
"2107","Pseudanabaena_sp._PCC_7367_",18,18,0,0
"749","Pseudoalteromonas_atlantica_T6c_",0,0,0,23
"2662","Pseudoalteromonas_atlantica_T6c_",0,0,0,23
"1776","Pseudoalteromonas_haloplanktis_ANT-505_",17,17,39,56
"3689","Pseudoalteromonas_haloplanktis_ANT-505_",17,17,39,56
"716","Pseudoalteromonas_haloplanktis_TAC125_",81,81,78,91
"2629","Pseudoalteromonas_haloplanktis_TAC125_",81,81,78,91
"428","Pseudoalteromonas_sp._SM9913_",27,27,26,43
"2341","Pseudoalteromonas_sp._SM9913_",27,27,26,43
"207","Pseudoalteromonas_tunicata_D2_",0,0,0,12
"2120","Pseudoalteromonas_tunicata_D2_",0,0,0,12
"956","Pseudoflavonifractor_capillosus_ATCC_29799_",31,31,6,16
"2869","Pseudoflavonifractor_capillosus_ATCC_29799_",31,31,6,16
"559","Pseudogulbenkiania_ferrooxidans_2002_",36,36,0,37
"2472","Pseudogulbenkiania_ferrooxidans_2002_",36,36,0,37
"1826","Pseudogulbenkiania_sp._NH8B_",34,34,0,44
"3739","Pseudogulbenkiania_sp._NH8B_",34,34,0,44
"2","Pseudomonas_aeruginosa_",350,450,74,160
"1915","Pseudomonas_aeruginosa_",350,450,74,160
"435","Pseudomonas_alkylphenolia_",63,103,0,16
"2348","Pseudomonas_alkylphenolia_",63,103,0,16
"1454","Pseudomonas_chlororaphis_",35,35,0,38
"3367","Pseudomonas_chlororaphis_",35,35,0,38
"278","Pseudomonas_cremoricolorata_",25,25,0,17
"2191","Pseudomonas_cremoricolorata_",25,25,0,17
"843","Pseudomonas_entomophila_L48_",199,184,76,98
"2756","Pseudomonas_entomophila_L48_",199,184,76,98
"1693","Pseudomonas_fluorescens_NZ007_",96,96,96,122
"3606","Pseudomonas_fluorescens_NZ007_",96,96,96,122
"368","Pseudomonas_fluorescens_Pf0-1_",122,122,74,93
"2281","Pseudomonas_fluorescens_Pf0-1_",122,122,74,93
"385","Pseudomonas_fluorescens_SBW25_",216,216,81,105
"2298","Pseudomonas_fluorescens_SBW25_",216,216,81,105
"1804","Pseudomonas_fulva_12-X_",27,27,0,46
"3717","Pseudomonas_fulva_12-X_",27,27,0,46
"458","Pseudomonas_lutea_",22,22,0,27
"2371","Pseudomonas_lutea_",22,22,0,27
"926","Pseudomonas_mendocina_ymp_",28,28,0,19
"2839","Pseudomonas_mendocina_ymp_",28,28,0,19
"4","Pseudomonas_oleovorans_",0,0,0,60
"1917","Pseudomonas_oleovorans_",0,0,0,60
"395","Pseudomonas_protegens_Pf-5_",271,271,76,134
"2308","Pseudomonas_protegens_Pf-5_",271,271,76,134
"777","Pseudomonas_putida_F1_",28,28,0,21
"2690","Pseudomonas_putida_F1_",28,28,0,21
"187","Pseudomonas_putida_GB-1_",28,28,0,18
"2100","Pseudomonas_putida_GB-1_",28,28,0,18
"286","Pseudomonas_putida_KT2440_",320,299,76,93
"2199","Pseudomonas_putida_KT2440_",320,299,76,93
"858","Pseudomonas_putida_W619_",51,91,0,22
"2771","Pseudomonas_putida_W619_",51,91,0,22
"381","Pseudomonas_rhizosphaerae_",24,24,0,23
"2294","Pseudomonas_rhizosphaerae_",24,24,0,23
"693","Pseudomonas_simiae_",29,29,0,33
"2606","Pseudomonas_simiae_",29,29,0,33
"1021","Pseudomonas_sp._Chol1_",0,186,0,40
"2934","Pseudomonas_sp._Chol1_",0,186,0,40
"1616","Pseudomonas_sp._H2_",28,28,0,27
"3529","Pseudomonas_sp._H2_",28,28,0,27
"220","Pseudomonas_sp._M1_",0,0,0,51
"2133","Pseudomonas_sp._M1_",0,0,0,51
"177","Pseudomonas_sp._VLB120_",32,67,0,20
"2090","Pseudomonas_sp._VLB120_",32,67,0,20
"829","Pseudomonas_stutzeri_A1501_",208,234,63,86
"2742","Pseudomonas_stutzeri_A1501_",208,234,63,86
"85","Pseudomonas_stutzeri_ATCC_14405_=_CCUG_16156_",0,0,0,28
"1998","Pseudomonas_stutzeri_ATCC_14405_=_CCUG_16156_",0,0,0,28
"1579","Pseudomonas_stutzeri_RCH2_",29,29,0,24
"3492","Pseudomonas_stutzeri_RCH2_",29,29,0,24
"1121","Pseudomonas_stutzeri_TS44_",26,145,0,23
"3034","Pseudomonas_stutzeri_TS44_",26,145,0,23
"1518","Pseudomonas_syringae_pv._maculicola_str._ES4326_",28,28,0,28
"3431","Pseudomonas_syringae_pv._maculicola_str._ES4326_",28,28,0,28
"502","Pseudomonas_syringae_pv._phaseolicola_1448A_",185,185,0,22
"2415","Pseudomonas_syringae_pv._phaseolicola_1448A_",185,185,0,22
"366","Pseudomonas_syringae_pv._syringae_B728a_",30,30,0,28
"2279","Pseudomonas_syringae_pv._syringae_B728a_",30,30,0,28
"405","Pseudomonas_syringae_pv._tomato_str._DC3000_",364,351,72,178
"2318","Pseudomonas_syringae_pv._tomato_str._DC3000_",364,351,72,178
"1654","Pseudonocardia_dioxanivorans_CB1190_",0,0,0,13
"3567","Pseudonocardia_dioxanivorans_CB1190_",0,0,0,13
"1805","Pseudoxanthomonas_suwonensis_11-1_",25,25,0,16
"3718","Pseudoxanthomonas_suwonensis_11-1_",25,25,0,16
"485","Psychrobacter_arcticus_273-4_",70,65,41,65
"2398","Psychrobacter_arcticus_273-4_",70,65,41,65
"733","Psychrobacter_cryohalolentis_K5_",0,0,0,25
"2646","Psychrobacter_cryohalolentis_K5_",0,0,0,25
"759","Psychrobacter_sp._PRwf-1_",0,0,0,27
"2672","Psychrobacter_sp._PRwf-1_",0,0,0,27
"785","Psychromonas_ingrahamii_37_",0,6,0,16
"2698","Psychromonas_ingrahamii_37_",0,6,0,16
"651","Psychromonas_sp._CNPT3_",0,0,0,34
"2564","Psychromonas_sp._CNPT3_",0,0,0,34
"1816","Rahnella_aquatilis_CIP_78.65_=_ATCC_33071_",143,128,73,185
"3729","Rahnella_aquatilis_CIP_78.65_=_ATCC_33071_",143,128,73,185
"1779","Rahnella_sp._Y9602_",38,38,0,36
"3692","Rahnella_sp._Y9602_",38,38,0,36
"834","Ralstonia_eutropha_H16_",336,342,142,170
"2747","Ralstonia_eutropha_H16_",336,342,142,170
"496","Ralstonia_eutropha_JMP134_",59,65,0,33
"2409","Ralstonia_eutropha_JMP134_",59,65,0,33
"935","Ralstonia_pickettii_12J_",41,103,0,25
"2848","Ralstonia_pickettii_12J_",41,103,0,25
"517","Ralstonia_solanacearum_GMI1000_",249,249,73,168
"2430","Ralstonia_solanacearum_GMI1000_",249,249,73,168
"1903","Ralstonia_sp._PBA_",36,36,0,27
"3816","Ralstonia_sp._PBA_",36,36,0,27
"803","Ramlibacter_tataouinensis_TTB310_",117,117,57,91
"2716","Ramlibacter_tataouinensis_TTB310_",117,117,57,91
"571","Renibacterium_salmoninarum_ATCC_33209_",29,29,0,14
"2484","Renibacterium_salmoninarum_ATCC_33209_",29,29,0,14
"1187","Rheinheimera_sp._A13L_",0,0,0,21
"3100","Rheinheimera_sp._A13L_",0,0,0,21
"756","Rhizobium_etli_CFN_42_",112,112,72,99
"2669","Rhizobium_etli_CFN_42_",112,112,72,99
"1158","Rhizobium_etli_CIAT_652_",105,105,66,99
"3071","Rhizobium_etli_CIAT_652_",105,105,66,99
"898","Rhizobium_leguminosarum_bv._trifolii_WSM2304_",24,24,0,36
"2811","Rhizobium_leguminosarum_bv._trifolii_WSM2304_",24,24,0,36
"386","Rhizobium_leguminosarum_bv._viciae_3841_",121,121,73,110
"2299","Rhizobium_leguminosarum_bv._viciae_3841_",121,121,73,110
"757","Rhizobium_sp._LPU83_",163,158,65,86
"2670","Rhizobium_sp._LPU83_",163,158,65,86
"1715","Rhizobium_tropici_CIAT_899_",21,21,5,40
"3628","Rhizobium_tropici_CIAT_899_",21,21,5,40
"1640","Rhodanobacter_denitrificans_",0,0,0,14
"3553","Rhodanobacter_denitrificans_",0,0,0,14
"545","Rhodobacter_capsulatus_SB_1003_",64,64,0,19
"2458","Rhodobacter_capsulatus_SB_1003_",64,64,0,19
"815","Rhodobacter_sp._SW2_",0,0,0,15
"2728","Rhodobacter_sp._SW2_",0,0,0,15
"546","Rhodobacter_sphaeroides_2.4.1_",126,126,80,94
"2459","Rhodobacter_sphaeroides_2.4.1_",126,126,80,94
"758","Rhodobacter_sphaeroides_ATCC_17025_",39,39,0,20
"2671","Rhodobacter_sphaeroides_ATCC_17025_",39,39,0,20
"647","Rhodobacteraceae_bacterium_HTCC2083_",178,178,0,139
"2560","Rhodobacteraceae_bacterium_HTCC2083_",178,178,0,139
"853","Rhodobacteraceae_bacterium_HTCC2150_",20,20,0,0
"2766","Rhodobacteraceae_bacterium_HTCC2150_",20,20,0,0
"1086","Rhodobacteraceae_bacterium_KLH11_",142,154,81,97
"2999","Rhodobacteraceae_bacterium_KLH11_",142,154,81,97
"810","Rhodobacterales_bacterium_HTCC2255_",24,24,0,0
"2723","Rhodobacterales_bacterium_HTCC2255_",24,24,0,0
"1019","Rhodobacterales_bacterium_Y4I_",84,84,0,0
"2932","Rhodobacterales_bacterium_Y4I_",84,84,0,0
"1682","Rhodococcus_equi_103S_",89,89,66,82
"3595","Rhodococcus_equi_103S_",89,89,66,82
"426","Rhodococcus_erythropolis_PR4_",80,85,80,96
"2339","Rhodococcus_erythropolis_PR4_",80,85,80,96
"45","Rhodococcus_fascians_",8,8,0,0
"1958","Rhodococcus_fascians_",8,8,0,0
"229","Rhodococcus_jostii_RHA1_",24,24,0,9
"2142","Rhodococcus_jostii_RHA1_",24,24,0,9
"103","Rhodococcus_opacus_",93,93,93,134
"2016","Rhodococcus_opacus_",93,93,93,134
"742","Rhodoferax_ferrireducens_T118_",37,37,0,24
"2655","Rhodoferax_ferrireducens_T118_",37,37,0,24
"1503","Rhodoferax_saidenbachensis_ED16_",18,18,0,34
"3416","Rhodoferax_saidenbachensis_ED16_",18,18,0,34
"442","Rhodopirellula_baltica_SH_1_",66,215,36,36
"2355","Rhodopirellula_baltica_SH_1_",66,215,36,36
"664","Rhodopseudomonas_palustris_BisA53_",28,28,0,28
"2577","Rhodopseudomonas_palustris_BisA53_",28,28,0,28
"665","Rhodopseudomonas_palustris_BisB18_",32,32,0,24
"2578","Rhodopseudomonas_palustris_BisB18_",32,32,0,24
"666","Rhodopseudomonas_palustris_BisB5_",25,25,0,22
"2579","Rhodopseudomonas_palustris_BisB5_",25,25,0,22
"484","Rhodopseudomonas_palustris_CGA009_",150,150,77,121
"2397","Rhodopseudomonas_palustris_CGA009_",150,150,77,121
"1600","Rhodopseudomonas_palustris_DX-1_",28,28,0,27
"3513","Rhodopseudomonas_palustris_DX-1_",28,28,0,27
"667","Rhodopseudomonas_palustris_HaA2_",25,25,0,19
"2580","Rhodopseudomonas_palustris_HaA2_",25,25,0,19
"976","Rhodospirillum_centenum_SW_",82,153,0,40
"2889","Rhodospirillum_centenum_SW_",82,153,0,40
"524","Rhodospirillum_rubrum_ATCC_11170_",30,30,0,0
"2437","Rhodospirillum_rubrum_ATCC_11170_",30,30,0,0
"1209","Rhodothermus_marinus_DSM_4252_",20,67,0,0
"3122","Rhodothermus_marinus_DSM_4252_",20,67,0,0
"597","Rickettsia_akari_str._Hartford_",0,0,0,10
"2510","Rickettsia_akari_str._Hartford_",0,0,0,10
"887","Rickettsia_bellii_OSU_85-389_",0,0,0,9
"2800","Rickettsia_bellii_OSU_85-389_",0,0,0,9
"738","Rickettsia_bellii_RML369-C_",120,120,66,56
"2651","Rickettsia_bellii_RML369-C_",120,120,66,56
"596","Rickettsia_canadensis_str._McKiel_",0,0,0,9
"2509","Rickettsia_canadensis_str._McKiel_",0,0,0,9
"660","Rickettsia_felis_URRWXCal2_",87,87,45,74
"2573","Rickettsia_felis_URRWXCal2_",87,87,45,74
"547","Rickettsia_prowazekii_str._Madrid_E_",79,79,45,84
"2460","Rickettsia_prowazekii_str._Madrid_E_",79,79,45,84
"1058","Rickettsia_rickettsii_str._Iowa_",37,37,0,22
"2971","Rickettsia_rickettsii_str._Iowa_",37,37,0,22
"548","Rickettsia_sibirica_246_",0,0,0,26
"2461","Rickettsia_sibirica_246_",0,0,0,26
"481","Rickettsia_typhi_str._Wilmington_",75,75,42,75
"2394","Rickettsia_typhi_str._Wilmington_",75,75,42,75
"134","Rickettsiella_grylli_",11,11,0,0
"2047","Rickettsiella_grylli_",11,11,0,0
"1813","Roseibium_sp._TrichSKD4_",34,34,0,26
"3726","Roseibium_sp._TrichSKD4_",34,34,0,26
"840","Roseiflexus_castenholzii_DSM_13941_",36,36,0,0
"2753","Roseiflexus_castenholzii_DSM_13941_",36,36,0,0
"821","Roseobacter_denitrificans_OCh_114_",137,132,62,109
"2734","Roseobacter_denitrificans_OCh_114_",137,132,62,109
"873","Roseobacter_litoralis_Och_149_",55,55,0,28
"2786","Roseobacter_litoralis_Och_149_",55,55,0,28
"773","Roseobacter_sp._AzwK-3b_",36,36,0,0
"2686","Roseobacter_sp._AzwK-3b_",36,36,0,0
"872","Roseobacter_sp._CCS2_",27,27,0,0
"2785","Roseobacter_sp._CCS2_",27,27,0,0
"871","Roseobacter_sp._GAI101_",20,66,66,0
"2784","Roseobacter_sp._GAI101_",20,66,66,0
"643","Roseobacter_sp._MED193_",28,28,0,0
"2556","Roseobacter_sp._MED193_",28,28,0,0
"856","Roseobacter_sp._SK209-2-6_",35,35,0,0
"2769","Roseobacter_sp._SK209-2-6_",35,35,0,0
"208","Roseovarius_nubinhibens_ISM_",21,21,0,0
"2121","Roseovarius_nubinhibens_ISM_",21,21,0,0
"644","Roseovarius_sp._217_",30,30,0,0
"2557","Roseovarius_sp._217_",30,30,0,0
"879","Roseovarius_sp._TM1035_",36,36,0,0
"2792","Roseovarius_sp._TM1035_",36,36,0,0
"1429","Rubidibacter_lacunae_KORDI_51-2_",18,18,0,0
"3342","Rubidibacter_lacunae_KORDI_51-2_",18,18,0,0
"109","Rubrobacter_radiotolerans_",20,20,0,0
"2022","Rubrobacter_radiotolerans_",20,20,0,0
"508","Rubrobacter_xylanophilus_DSM_9941_",0,47,0,0
"2421","Rubrobacter_xylanophilus_DSM_9941_",0,47,0,0
"466","Ruegeria_pomeroyi_DSS-3_",122,122,64,89
"2379","Ruegeria_pomeroyi_DSS-3_",122,122,64,89
"1020","Ruegeria_sp._R11_",104,104,0,75
"2933","Ruegeria_sp._R11_",104,104,0,75
"590","Ruegeria_sp._TM1040_",14,14,0,0
"2503","Ruegeria_sp._TM1040_",14,14,0,0
"354","Ruminiclostridium_thermocellum_ATCC_27405_",0,0,0,8
"2267","Ruminiclostridium_thermocellum_ATCC_27405_",0,0,0,8
"948","Ruminococcus_obeum_ATCC_29174_",0,0,0,11
"2861","Ruminococcus_obeum_ATCC_29174_",0,0,0,11
"1067","Ruminococcus_sp._5_1_39BFAA_",28,28,0,0
"2980","Ruminococcus_sp._5_1_39BFAA_",28,28,0,0
"1859","Runella_slithyformis_DSM_19594_",25,25,0,0
"3772","Runella_slithyformis_DSM_19594_",25,25,0,0
"1112","Saccharomonospora_viridis_DSM_43017_",0,0,0,17
"3025","Saccharomonospora_viridis_DSM_43017_",0,0,0,17
"356","Saccharophagus_degradans_2-40_",18,18,0,0
"2269","Saccharophagus_degradans_2-40_",18,18,0,0
"942","Saccharopolyspora_erythraea_NRRL_2338_",66,77,0,0
"2855","Saccharopolyspora_erythraea_NRRL_2338_",66,77,0,0
"70","Saccharopolyspora_rectivirgula_",0,0,0,13
"1983","Saccharopolyspora_rectivirgula_",0,0,0,13
"852","Sagittula_stellata_E-37_",29,29,0,0
"2765","Sagittula_stellata_E-37_",29,29,0,0
"617","Salinibacter_ruber_DSM_13855_",8,8,12,14
"2530","Salinibacter_ruber_DSM_13855_",8,8,12,14
"866","Salinispora_arenicola_CNS-205_",0,0,0,8
"2779","Salinispora_arenicola_CNS-205_",0,0,0,8
"812","Salinispora_tropica_CNB-440_",0,0,0,11
"2725","Salinispora_tropica_CNB-440_",0,0,0,11
"391","Salmonella_bongori_NCTC_12419_",93,92,75,91
"2304","Salmonella_bongori_NCTC_12419_",93,92,75,91
"209","Salmonella_enterica_subsp._enterica_serovar_Typhimurium_",42,42,0,31
"2122","Salmonella_enterica_subsp._enterica_serovar_Typhimurium_",42,42,0,31
"1258","Sebaldella_termitidis_ATCC_33386_",29,29,0,0
